"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2014";"2015";"2016";"2017";"2018";"2019" 
"175602 Ledighedsydelse "; 526,6; 622,1; 433,3; 397,8; 363,0; 329,2
"17560210 Ledighedsydelse i visitations-/mellemperioder"; 313,1; 375,3; 283,7; 260,5; 237,7; 215,6
"17560220 Ledighedsydelse med 50 pct. ref. i aktivering"; 112,0; 121,4; 78,2; 71,8; 65,5; 59,4
"17560230 Ledighedsydelse med 30 pct. ref. i aktivering"; 76,5; 100,4; 57,5; 52,8; 48,2; 43,7
"17560250 Ledighedsydelse til personer ved ferie "; 25,0; 25,0; 13,9; 12,7; 11,6; 10,5
"175604 Fleksjob med variabel refusion "; 0,0; 0,0; 326,6; 658,4; 988,7; 1217,1
"17560410 Fleksjob indtægtsreguleret tilskud med 80 % "; 0,0; 0,0; 10,6; 21,2; 31,9; 39,3
"17560415 Fleksjob indtægtsreguleret tilskud med 40 % "; 0,0; 0,0; 24,6; 49,5; 74,4; 91,6
"17560420 Fleksjob indtægtsreguleret tilskud med 30 % "; 0,0; 0,0; 20,8; 41,9; 63,0; 77,5
"17560425 Fleksjob indtægtsreguleret tilskud med 20 % "; 0,0; 0,0; 269,4; 542,3; 815,3; 1003,8
"17560430 Fleksjob til selvstændige med 80 % "; 0,0; 0,0; 0,0; 0,1; 0,1; 0,2
"17560435 Fleksjob til selvstændige med 40 % "; 0,0; 0,0; 0,1; 0,3; 0,3; 0,4
"17560440 Fleksjob til selvstændige med 30 % "; 0,0; 0,0; 0,1; 0,2; 0,3; 0,3
"17560445 Fleksjob til selvstændige med 20 % "; 0,0; 0,0; 1,0; 2,9; 3,4; 4,0
"175605 Fleksbidrag til kommunen "; 0,0; 0,0; 24,4; 49,1; 73,8; 90,9
"17560510 Fleksbidrag til kommunen "; 0,0; 0,0; 24,4; 49,1; 73,8; 90,9
"175611 Fleksydelse "; 1002,9; 939,0; 825,8; 708,7; 599,4; 596,5
"17561110 Fleksydelse "; 1166,2; 1101,1; 979,7; 864,4; 757,4; 757,4
"17561120 Fleksydelsesbidrag "; -163,3; -162,1; -153,9; -155,7; -158,0; -160,9
"1759 Særlige forebyggende indsatser "; 111,5; 111,8; 106,6; 71,4; 52,9; 46,9
"175911 Arbejdsmarkedstiltag for personer m. handicap "; 45,5; 47,3; 29,9; 24,6; 24,6; 24,6
"17591110 Arbejdsmarkedstiltag for døve og hørehæmmede "; 11,0; 11,2; 11,3; 11,3; 11,3; 11,3
"17591115 Projektvirks. for pers. med funktionsnedsætte"; 5,2; 5,2; 5,2; 5,2; 5,2; 5,2
"17591120 Fysiske handicappede i arbejde og opkvalifice"; 5,0; 5,0; 5,0; 5,0; 5,0; 5,0
"17591125 Projektvirksomhed for handicappede personer "; 3,1; 3,1; 3,1; 3,1; 3,1; 3,1
"17591130 Flexicurity - for personer med funktionsnedsæ"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"17591135 Beskæftigelsesindsats for sindslidende "; 12,0; 12,3; 3,1; 0,0; 0,0; 0,0
"17591140 Handicapidrættens VidenCenter "; 5,1; 5,2; 1,3; 0,0; 0,0; 0,0
"17591145 Socialøkonomisk virksomhed Frederikshavn "; 3,8; 3,8; 0,9; 0,0; 0,0; 0,0
"17591150 Integration af udviklingshæmmede "; 0,0; 0,5; 0,0; 0,0; 0,0; 0,0
"17591155 Center for Livsnavigation "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"17591160 Et job til alle døve "; -0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"17591170 Huset Venture Service "; 0,9; 1,0; 0,0; 0,0; 0,0; 0,0
"175912 Socialøkonomiske virksomheder i besk.indsatse "; 16,0; 2,7; 0,0; 0,0; 0,0; 0,0
"17591210 Socialøkonomiske virksomheder i besk.indsatse"; 16,0; 2,7; 0,0; 0,0; 0,0; 0,0
"175914 Styrket indsats for personer med et handicap "; -1,5; 0,0; 0,0; 0,0; 0,0; 0,0
"17591410 Styrket indsats for personer med et handicap "; -1,5; 0,0; 0,0; 0,0; 0,0; 0,0
"175921 Forebyggende indsatser for udsatte/handicappe "; 38,6; 51,4; 64,3; 40,4; 28,3; 22,3
"17592110 Udvikling af social indsats på det rumm. arbm"; 10,4; 14,3; 22,2; 22,2; 22,2; 22,3
"17592115 Svage grupper i kanten af arbejdsmarkedet "; 8,5; 0,0; 0,0; 0,0; 0,0; 0,0
"17592120 Initiativer for personer med handicap "; 5,5; 7,0; 7,0; 0,0; 0,0; 0,0
"17592125 Initiativer for kriminalitetstruede unge "; 13,1; 13,1; 13,2; 13,1; 0,0; 0,0
"17592130 Indsats på kanten "; 3,6; 0,0; 0,0; 0,0; 0,0; 0,0
"17592135 Handicapstrategi "; -2,4; 0,0; 0,0; 0,0; 0,0; 0,0
"17592140 Det Nationale og De Regionale Netværk af virk"; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"17592150 Indslusning på arbejdsmarkedet "; 0,0; 7,5; 11,1; 0,0; 0,0; 0,0
"17592160 Rum til udsatte på arbejdsmarkedet "; 0,0; 9,5; 10,8; 5,1; 6,1; 0,0
"175925 Beskæftigelseskonsulenter i Veterancentret "; 7,6; 4,0; 6,0; 0,0; 0,0; 0,0
"17592510 Beskæftigelseskonsulenter i Veterancentret "; 7,6; 0,0; 0,0; 0,0; 0,0; 0,0
"17592520 Beskæftigelseskonsulenter til veteraner "; 0,0; 4,0; 6,0; 0,0; 0,0; 0,0
"175931 Seniorer på arbejdsmarkedet "; 5,3; 6,4; 6,4; 6,4; 0,0; 0,0
"17593110 Fastholdelse af seniorer på arbejdsmarkedet "; -0,8; 0,0; 0,0; 0,0; 0,0; 0,0
"17593115 Selvaktiveringsgrupper for seniorer "; 6,1; 6,4; 6,4; 6,4; 0,0; 0,0
"176 Soc.Pens., Boligstøtte og Børnetilskud mv "; 139990,9; 145399,6; 148736,0; 150022,0; 151733,5; 150195,1
"1761 Børnetilskud "; 2868,3; 2995,1; 3037,5; 3040,1; 3046,6; 3043,5
"176101 Ordinært børnetilskud "; 1053,5; 1065,5; 1079,6; 1078,7; 1079,7; 1079,8
"17610110 Ordinært børnetilskud "; 1053,5; 1065,5; 1079,6; 1078,7; 1079,7; 1079,8
"176102 Ekstra børnetilskud "; 708,3; 715,2; 725,2; 725,2; 725,2; 725,2
"17610210 Ekstra børnetilskud "; 708,3; 715,2; 725,2; 725,2; 725,2; 725,2
"176103 Særligt børnetilskud "; 430,4; 485,1; 499,1; 507,1; 515,5; 514,9
"17610310 Særligt børnetilskud til børn af enker m.fl. "; 291,6; 340,3; 353,6; 362,6; 371,8; 371,8
"17610320 Særligt børnetilskud til børn af pensionister"; 138,8; 144,8; 145,5; 144,5; 143,7; 143,1
"176104 Tilskud til særlige grupper af børn "; 89,8; 166,7; 167,6; 166,6; 166,5; 166,2
"17610410 Tilskud til familier med flerbørnsfødsler "; 77,4; 79,3; 79,2; 78,2; 78,1; 77,8
"17610420 Tilskud til adoptivforældre "; 5,9; 10,2; 10,3; 10,3; 10,3; 10,3
"17610430 Særligt børnetilskud til udd.søgende forældre"; 4,4; 3,2; 3,1; 3,1; 3,1; 3,1
"17610440 Suppl. børnetilskud i praktik- og skoleperiod"; 2,0; 74,0; 75,0; 75,0; 75,0; 75,0
"176105 Forskudsvis udbetaling af børnebidrag mv. "; 579,0; 554,5; 557,8; 554,3; 551,5; 549,2
"17610510 Forskudsvis udbetaling af børnebidrag mv. "; 579,0; 554,5; 557,8; 554,3; 551,5; 549,2
"176106 Forsørgelse efter lov om aktiv socialpolitik "; 5,9; 6,2; 6,3; 6,3; 6,3; 6,3
"17610610 Forsørgelse efter lov om aktiv socialpolitik "; 5,9; 6,2; 6,3; 6,3; 6,3; 6,3
"176107 Børnefamilieydelse til udsendte i 3. lande "; 1,3; 1,9; 1,9; 1,9; 1,9; 1,9
"17610710 Børnefamilieydelse til udsendte i 3. lande "; 1,3; 1,9; 1,9; 1,9; 1,9; 1,9
"1762 Individuel boligstøtte "; 9645,2; 9604,7; 9954,5; 10019,4; 9993,3; 9966,1
"176201 Boligydelser til pensionister "; 7464,5; 7340,8; 7602,1; 7652,1; 7623,6; 7593,2
"17620110 Boligydelser til pensionister "; 7368,0; 7247,8; 7509,1; 7559,1; 7530,6; 7500,2
"17620120 Boligydelseslån til pensionister "; 96,5; 93,0; 93,0; 93,0; 93,0; 93,0
"176202 Boligsikring "; 2204,2; 2280,7; 2366,2; 2376,1; 2383,5; 2388,7
"17620210 Boligsikring "; 2204,0; 2279,2; 2364,7; 2374,6; 2382,0; 2387,2
"17620220 Boligsikringslån til førtidspensionister m.fl"; 0,2; 1,5; 1,5; 1,5; 1,5; 1,5
"176203 Støtte til betaling af beboerindskud "; 207,7; 215,0; 208,0; 208,0; 208,0; 208,0
"17620310 Støtte til betaling af beboerindskud "; 207,7; 215,0; 208,0; 208,0; 208,0; 208,0
"176204 Tab på flytteudgifter for flygtninge "; 14,9; 10,0; 20,0; 25,0; 20,0; 18,0
"17620410 Tab på flytteudgifter for flygtninge "; 14,9; 10,0; 20,0; 25,0; 20,0; 18,0
"176205 Afdrag, afskrivninger mv. vedr. boligydelser "; -237,8; -233,8; -233,8; -233,8; -233,8; -233,8
"17620510 Afdrag, afskrivninger mv. for boligydelser "; -237,8; -233,8; -233,8; -233,8; -233,8; -233,8
"176206 Renteindtægter af boligydelseslån "; -8,3; -8,0; -8,0; -8,0; -8,0; -8,0
"17620610 Renteindtægter af boligydelseslån m.v. "; -8,3; -8,0; -8,0; -8,0; -8,0; -8,0
"1763 Særlige individuelle ydelser "; 162,4; 198,5; 198,6; 198,2; 198,2; 198,2
"176301 Sygebehandling, medicin mv. "; 80,0; 112,1; 111,1; 110,7; 110,7; 110,7
"17630110 Sygebehandling, medicin mv. "; 35,6; 41,1; 41,1; 41,1; 41,1; 41,1
"17630120 Tilskud til tandpleje "; 44,4; 71,0; 70,0; 69,6; 69,6; 69,6
"176302 Flytning og hjælp i enkelttilfælde "; 79,2; 83,8; 84,7; 84,7; 84,7; 84,7
"17630210 Flytning og hjælp i enkelttilfælde "; 79,2; 83,8; 84,7; 84,7; 84,7; 84,7
"176303 Efterlevelseshjælp "; 2,6; 2,1; 2,2; 2,2; 2,2; 2,2
"17630310 Efterlevelseshjælp "; 2,6; 2,1; 2,2; 2,2; 2,2; 2,2
"176304 Dækning af rejser til, fra og i Grønland "; 0,5; 0,5; 0,6; 0,6; 0,6; 0,6
"17630410 Dækning af rejser til, fra og i Grønland "; 0,5; 0,5; 0,6; 0,6; 0,6; 0,6
"1764 Sociale Pensioner "; 127315,0; 132601,3; 135545,4; 136764,3; 138495,4; 136987,3
"176401 Folkepension "; 117950,5; 123041,6; 127470,5; 130014,9; 132541,4; 131179,4
"17640110 Folkepension til pensionister "; 116103,5; 121046,0; 125337,9; 127805,0; 130257,8; 128822,6
"17640120 Pensionister i udlandet "; 1847,0; 1995,6; 2132,6; 2209,9; 2283,6; 2356,8
"176402 Personlige tillæg til pensionister "; 477,3; 465,5; 471,4; 471,4; 471,4; 471,4
"17640210 Personlige tillæg til pensionister "; 477,3; 465,5; 471,4; 471,4; 471,4; 471,4
"176403 Varmetillæg "; 373,0; 407,5; 392,1; 396,8; 401,8; 396,6
"17640310 Varmetillæg "; 373,0; 407,5; 392,1; 396,8; 401,8; 396,6
"176404 Overførsel fra Den Sociale Pensionsfond "; -12510,0; -12290,0; -12750,0; -13150,0; -13180,0; -13140,0
"17640410 Overførsel fra Den Sociale Pensionsfond "; -12510,0; -12290,0; -12750,0; -13150,0; -13180,0; -13140,0
"176405 Førtidspension "; 8772,7; 9409,3; 9229,4; 9146,3; 9151,4; 9331,4
"17640510 Førtidspension med 35 pct. refusion "; 8232,5; 8797,7; 8020,3; 7583,4; 7146,2; 6870,5
"17640520 Førtidspension med 50 pct. refusion "; 47,6; 43,9; 39,3; 34,2; 29,8; 26,3
"17640530 Førtidspension med 100 pct. refusion "; 47,3; 51,5; 54,7; 58,2; 57,7; 58,4
"17640540 Førtidspension til pensionister i udlandet "; 445,3; 516,2; 471,9; 491,2; 510,6; 529,9
"17640550 Førtidspension med 20 pct. refusion "; 0,0; 0,0; 529,6; 865,5; 1293,0; 1732,1
"17640560 Førtidspension med 30 pct. refusion "; 0,0; 0,0; 54,4; 54,5; 54,6; 54,7
"17640570 Førtidspension med 40 pct. refusion "; 0,0; 0,0; 45,6; 45,7; 45,8; 45,8
"17640580 Førtidspension med 80 pct. refusion "; 0,0; 0,0; 13,6; 13,6; 13,7; 13,7
"176406 Højeste, mellemste og alm. førtidspension "; 11474,9; 10763,8; 9915,4; 9059,6; 8264,6; 7863,9
"17640610 Høj, ml. og alm. førtidspension m. 100 pct. "; 7118,4; 6636,0; 6091,1; 5539,2; 5032,6; 4837,0
"17640620 Høj, ml. og alm. førtidspension m. 50 pct. "; 2142,5; 2015,6; 1859,2; 1697,2; 1549,5; 1428,6
"17640630 Høj, ml. og alm. førtidspension m. 35 pct. "; 2020,4; 1920,1; 1803,9; 1679,9; 1559,0; 1488,4
"17640640 Udl. førtidspensionister med høj, ml. og alm."; 193,6; 192,1; 161,2; 143,3; 123,5; 109,9
"176407 ATP-bidrag af førtidspensionister "; 371,4; 370,0; 367,6; 367,5; 373,1; 386,7
"17640710 ATP-bidrag af førtidspensionister "; 364,0; 361,0; 359,7; 359,5; 364,9; 378,3
"17640720 ATP-bidrag af førtidspensionister i udlandet "; 7,4; 9,0; 7,9; 8,0; 8,2; 8,4
"176408 Suppl. arb.mark.pension for førtidspensionist "; 405,2; 433,6; 449,0; 457,8; 471,7; 497,9
"17640810 Suppl. arb.mark.pension for førtidspensionist"; 399,4; 425,5; 440,3; 448,6; 462,2; 488,0
"17640820 Suppl. arb.mark.pension i udlandet "; 5,8; 8,1; 8,7; 9,2; 9,5; 9,9
"19 Uddannelses- og Forskningsministeriet "; 48989,2; 50946,5; 49818,1; 50314,5; 49268,5; 47202,4
"191 Fællesudgifter "; 2005,3; 1749,9; 1716,5; 2049,4; 1575,5; 1370,0
"1911 Centralstyrelsen "; 423,9; 468,7; 448,1; 466,4; 393,1; 322,7
"191101 Departementet "; 78,6; 66,6; 69,3; 68,0; 66,7; 65,4
"19110110 Almindelig virksomhed "; 78,6; 66,6; 69,3; 68,0; 66,7; 65,4
"191103 Styrelsen for Forskning og Innovation "; 180,4; 157,6; 169,3; 165,9; 165,3; 122,6
"19110310 Almindelig virksomhed "; 176,4; 157,6; 169,3; 165,9; 165,3; 122,6
"19110350 Euroscience Open Forum (ESOF) "; 4,0; 0,0; 0,0; 0,0; 0,0; 0,0
"19110390 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"19110397 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"191106 Styrelsen for Videregående Uddannelser "; 167,0; 153,7; 149,1; 146,0; 143,0; 139,7
"19110610 Almindelig virksomhed "; 167,0; 153,7; 149,1; 146,0; 143,0; 139,7
"19110690 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"19110697 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"191111 Reserve til nye initiativer "; 0,2; 1,7; 1,7; 1,7; 1,7; 1,7
"19111120 Udredninger, forskningsområdet "; 0,0; 0,7; 0,7; 0,7; 0,7; 0,7
"19111140 Ændrede dispositioner i bevillingsåret "; 0,2; 1,0; 1,0; 1,0; 1,0; 1,0
"191119 Lån under Uddannelses- og Forskningsministeri "; -2,4; -2,4; -2,4; -2,4; -2,4; -2,4
"19111940 Lån til KVU og MVU institutioner "; -2,4; -2,4; -2,4; -2,4; -2,4; -2,4
"191120 Udlæg for tilskud "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"19112010 Udlæg for tilskud "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"191178 Budgetreguleringer indkomstoverførsler "; 0,0; 0,0; 0,0; -0,6; -1,6; -2,6
"19117810 afdæmpet regulering skatteaftalen 2012 "; 0,0; 0,0; 0,0; -0,6; -1,6; -2,6
"191179 Reserver og budgetregulering "; 0,0; 91,5; 61,1; 87,8; 20,4; -1,7
"19117930 Administration af forskningsinitiativer "; 0,0; 32,4; 21,3; 20,7; 19,3; 0,0
"19117970 Reserve til dekommissioneringsopgaver "; 0,0; 60,3; 41,3; 68,9; 2,9; 0,1
"19117978 Budgetregulering vedr. Statens It "; 0,0; -1,2; -1,5; -1,8; -1,8; -1,8
"1915 Internationalt forskningssamarbejde "; 860,1; 572,9; 567,2; 883,6; 517,5; 517,6
"191501 Obligatoriske internationale programmer "; 282,5; 299,5; 302,4; 290,6; 293,0; 293,5
"19150110 CERN "; 112,8; 124,2; 125,0; 124,7; 125,0; 124,9
"19150111 ESO "; 21,3; 21,9; 23,6; 24,0; 24,4; 24,9
"19150112 ESA "; 105,6; 110,6; 107,4; 107,4; 107,6; 107,6
"19150114 EMBL "; 15,8; 15,5; 16,3; 16,5; 16,5; 16,6
"19150115 Den Europæiske Synkrotronstrålingsfacilitet "; 10,5; 10,7; 10,8; 10,8; 10,8; 10,8
"19150116 XFEL "; 16,6; 16,6; 19,3; 7,2; 8,7; 8,7
"191502 Ikke obligatoriske ESA-programmer "; 340,6; 0,0; 0,0; 348,1; 0,0; 0,0
"19150210 Ikke obligatoriske programmer "; 340,6; 0,0; 0,0; 348,1; 0,0; 0,0
"191503 Internationalt forskningssamarbejde "; 234,7; 271,0; 262,4; 242,5; 222,1; 221,7
"19150311 Internationale Samarbejdsprojekter "; 0,0; 3,6; 3,5; 3,4; 3,4; 3,3
"19150313 Danske repræsentanter i int.nat råd og udvalg"; 0,1; 0,2; 0,2; 0,2; 0,2; 0,2
"19150315 Internationale forskningssamarbejder "; 0,2; 0,4; 0,4; 0,4; 0,4; 0,4
"19150316 Forberedelse til international forskning "; 25,3; 20,0; 19,7; 19,6; 14,2; 13,9
"19150318 Danmarks bidrag til etablering af ESS "; 205,3; 213,5; 215,0; 215,0; 200,0; 200,0
"19150319 Danmarks bidrag til etablering af E-ELT "; 3,8; 3,8; 3,9; 3,9; 3,9; 3,9
"19150320 Videns- og innovationssamfund (KIC) "; 0,0; 29,5; 19,7; 0,0; 0,0; 0,0
"191504 Halden "; 2,2; 2,4; 2,4; 2,4; 2,4; 2,4
"19150410 Halden "; 2,2; 2,4; 2,4; 2,4; 2,4; 2,4
"1917 Nye forskningsprogrammer "; 721,4; 708,3; 701,2; 699,4; 664,9; 529,7
"191704 Andre programaktiviteter "; 702,3; 689,4; 686,7; 685,2; 650,7; 515,8
"19170411 Registerforskning "; 9,7; 9,8; 9,6; 9,4; 9,5; 9,3
"19170415 Videreførelse af initiativer på Bornholm "; 5,8; 5,9; 5,7; 5,5; 5,4; 5,2
"19170416 DDA-sundhed "; 3,5; 3,4; 3,3; 3,3; 3,3; 3,2
"19170419 Forskningsformidling "; 9,2; 7,7; 7,4; 7,2; 7,1; 6,8
"19170431 Internationale forskningssamarbejder "; 23,3; 17,4; 17,0; 17,2; 4,9; 4,8
"19170435 EliteForsk "; 9,5; 9,8; 9,8; 9,8; 0,0; 0,0
"19170446 Tilskud til Fonden for Entreprenørskab "; -5,0; 0,0; 0,0; 0,0; 0,0; 0,0
"19170447 Dansk Center for Havforskning "; 0,0; 0,0; 0,0; 0,0; 5,0; 5,0
"19170450 Grundtvigcenteret "; 9,9; 9,8; 9,9; 9,9; 0,0; 0,0
"19170481 NORFACE m.v. "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"19170482 Analyser og vederlag til råd og udvalg mv. "; 2,1; 5,9; 5,1; 5,0; 7,1; 6,9
"19170490 Godkendte Teknologiske Serviceinstitutter "; 324,3; 327,3; 320,3; 320,3; 320,3; 259,6
"19170491 Medfinansiering af innovationsmiljøer "; 214,4; 216,7; 209,7; 209,7; 209,7; 129,5
"19170492 Innovationsnetværk Danmark "; 95,5; 75,7; 79,1; 78,1; 78,4; 85,5
"19170493 Open Science og forskningsintegritet "; 0,0; 0,0; 9,8; 9,8; 0,0; 0,0
"191706 Dansk e-Infrastruktur Samarbejde "; 15,0; 14,8; 14,5; 14,2; 14,2; 13,9
"19170610 Computing og e-Science "; 15,0; 14,8; 14,5; 14,2; 14,2; 13,9
"19170611 Højhastighedsnet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"191708 Øvrige programaktiviteter "; 4,1; 4,1; 0,0; 0,0; 0,0; 0,0
"19170820 Klimaforskning i havstrømme omkring Færøerne "; 4,1; 4,1; 0,0; 0,0; 0,0; 0,0
"192 Videregående uddannelser og forskning "; 23270,0; 24405,9; 24721,0; 24706,6; 24475,7; 22827,6
"1922 Universiteter "; 16564,7; 17082,7; 17317,0; 17012,2; 16913,2; 15589,6
"192201 Københavns Universitet "; 5217,7; 5277,4; 5273,9; 5175,3; 5118,6; 4703,4
"19220110 Almindelig virksomhed "; 5217,7; 5277,4; 5273,9; 5175,3; 5118,6; 4703,4
"192205 Aarhus Universitet "; 3555,5; 3619,3; 3655,6; 3565,9; 3542,3; 3211,0
"19220510 Almindelig virksomhed "; 3525,8; 3589,2; 3625,6; 3535,9; 3512,3; 3211,0
"19220520 Uddannelsesforskning "; 29,7; 30,1; 30,0; 30,0; 30,0; 0,0
"192211 Syddansk Universitet "; 1905,6; 2048,4; 2121,8; 2110,6; 2117,2; 1982,3
"19221110 Almindelig virksomhed "; 1905,6; 2048,4; 2121,8; 2110,6; 2117,2; 1982,3
"192215 Roskilde Universitet "; 629,6; 672,0; 677,6; 662,0; 655,6; 604,9
"19221510 Almindelig virksomhed "; 629,6; 672,0; 677,6; 662,0; 655,6; 604,9
"192217 Aalborg Universitet "; 1883,6; 2052,3; 2110,0; 2079,5; 2073,3; 1940,0
"19221710 Almindelig virksomhed "; 1883,6; 2052,3; 2110,0; 2079,5; 2073,3; 1940,0
"192221 Copenhagen Business School - Handelshøjskolen "; 923,4; 952,9; 952,1; 883,0; 878,0; 808,9
"19222110 Almindelig virksomhed "; 923,4; 952,9; 952,1; 883,0; 878,0; 808,9
"192237 Danmarks Tekniske Universitet "; 2234,3; 2240,7; 2308,3; 2317,9; 2312,1; 2138,9
"19223710 Tilskud mv. "; 2234,3; 2240,7; 2308,3; 2317,9; 2312,1; 2138,9
"192245 IT-Universitetet i København "; 215,0; 219,7; 217,7; 218,0; 216,1; 200,2
"19224510 Almindelig virksomhed "; 215,0; 219,7; 217,7; 218,0; 216,1; 200,2
"1923 Særlige tilskud, universitetsområdet "; 43,3; 153,1; 96,2; 387,3; 402,0; 538,1
"192305 Fællesbevillinger "; 43,3; 153,1; 96,2; 387,3; 402,0; 538,1
"19230510 Udvikling mv. "; 3,7; 5,5; 5,1; 0,7; 1,1; 0,7
"19230540 Huslejeregulering "; 0,0; 72,5; 6,9; 6,6; 6,5; 6,3
"19230550 Omstillingsreserve "; 0,0; 7,4; 19,7; 17,0; 36,5; 510,5
"19230561 Tilskud til Fonden for Entreprenørskab "; 9,9; 9,8; 0,0; 0,0; 0,0; 0,0
"19230564 Stipendieordning for udenlandske talenter "; 0,0; 6,0; 13,0; 6,0; 0,0; 0,0
"19230565 Reserve til kvalitetsudvikling "; 0,0; 0,0; 0,0; 306,2; 307,9; 0,0
"19230568 Det Danske Universitetscenter i Beijing "; 29,4; 45,1; 44,6; 44,0; 43,3; 14,1
"19230569 Administration af udlandsstipendieordningen "; 0,0; 6,8; 6,9; 6,8; 6,7; 6,5
"19230577 Afskaffelse af deltagerbetaling "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"1925 EA, PH og Maritime uddannelser "; 5281,6; 5675,0; 5815,5; 5844,1; 5727,9; 5642,6
"192501 Erhvervsakademiuddannelser mv. "; 1227,0; 1344,5; 1433,0; 1464,0; 1433,1; 1414,7
"19250110 Taxametertilskud til undervisningsudgifter "; 1096,5; 1201,0; 1276,9; 1299,9; 1266,9; 1253,1
"19250125 Aktivitetsbestemte bygningstaxametertilskud "; 126,4; 139,6; 152,2; 160,3; 162,4; 157,9
"19250130 Kom. f. d. Arnamagnæanske stift. vedr. ordbog"; 4,0; 3,9; 3,9; 3,8; 3,8; 3,7
"192502 Professionsbacheloruddannelser mv. "; 3964,1; 4231,1; 4282,4; 4279,4; 4193,5; 4128,5
"19250210 Taxametertilskud til undervisningsudgifter "; 3529,6; 3771,0; 3789,8; 3780,4; 3695,3; 3643,4
"19250225 Aktivitetsbestemte bygningstaxametertilskud "; 421,7; 446,7; 479,6; 486,1; 485,6; 472,6
"19250230 Taxametertilskud, internationale "; 12,8; 13,4; 13,0; 12,9; 12,6; 12,5
"192503 Maritime uddannelser "; 90,6; 99,4; 100,1; 100,7; 101,3; 99,4
"19250310 Maritime uddannelser "; 54,2; 63,7; 61,2; 62,2; 63,2; 62,0
"19250321 Skoleskibet DANMARK "; 13,9; 14,0; 13,9; 13,6; 13,4; 13,1
"19250322 Skoleskibet GEORG STAGE "; 6,3; 6,4; 9,3; 9,2; 9,0; 8,9
"19250380 Praktikpladstilskud "; 16,1; 15,3; 15,7; 15,7; 15,7; 15,4
"1926 Åben uddannelse mv. "; 264,1; 325,0; 336,3; 306,2; 296,1; 290,9
"192601 Åben uddannelse "; 259,8; 317,5; 328,9; 298,9; 288,9; 283,9
"19260110 Taxametertilskud til undervisningsudgifter "; 233,0; 285,2; 294,7; 265,4; 256,4; 251,9
"19260125 Aktivitetsbestemte bygningstaxametertilskud "; 26,8; 32,3; 34,2; 33,5; 32,5; 32,0
"192605 Erhvervspædagogiske læreruddannelser "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"19260520 Taxametertilskud til fællesudgifter "; 0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"19260525 Aktivitetsbestemte bygningstaxametertilskud "; 0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"192606 Sygeplejefagligt diplomstudium "; 4,2; 7,5; 7,4; 7,3; 7,2; 7,0
"19260610 Taxametertilskud til undervisningsudgifter "; 4,2; 7,5; 7,4; 7,3; 7,2; 7,0
"1927 Tilskud erhvervsakademi/professionshøjsk. "; 694,0; 739,6; 729,0; 741,9; 733,6; 389,8
"192704 Ikke-aktivitetsbestemte bygningstilskud "; 13,1; 19,3; 19,0; 18,6; 18,3; 17,9
"19270410 Kapitaludgifter "; 13,1; 19,3; 19,0; 18,6; 18,3; 17,9
"192705 Særlige bevillinger "; 59,8; 74,4; 71,6; 69,9; 67,6; 65,6
"19270510 Diverse bevillinger "; 33,9; 47,8; 44,6; 43,3; 41,8; 40,3
"19270515 Professionshøjskolernes Rektorkollegium "; 1,0; 1,0; 1,0; 1,0; 0,9; 0,9
"19270516 Erhvervsakademiernes rektorkollegium "; 0,5; 0,5; 0,5; 0,5; 0,5; 0,5
"19270530 Danmarks Medie- og Journalisthøjskole "; 8,2; 8,3; 8,2; 8,1; 7,9; 7,7
"19270535 Småfagstilskud "; 4,5; 5,0; 4,9; 4,8; 4,7; 4,6
"19270540 Administration af udlandsstipendieordningen "; 1,0; 1,0; 1,0; 1,0; 0,9; 0,9
"19270550 Grundtilskud til selvejende institutioner mv."; 2,4; 2,3; 2,2; 2,1; 2,1; 2,0
"19270575 Uddannelsesaktiviteter på Bornholm "; 5,1; 5,1; 7,1; 7,0; 6,8; 6,8
"19270580 Overførsler fra amter "; 3,4; 3,4; 2,1; 2,1; 2,0; 1,9
"192706 Institutionstilskud "; 117,9; 126,3; 121,9; 120,1; 118,3; 116,5
"19270610 Institutionstilskud til professionshøjskoler "; 89,8; 96,6; 92,2; 90,4; 88,6; 86,8
"19270630 Danmarks Medie- og Journalisthøjskole "; 2,3; 2,4; 2,4; 2,4; 2,4; 2,4
